iteration,accuracy,mean_C
1,0.516666666666667,206.02
1,0.533333333333333,0.4402
1,0.55,20.0206
1,0.55,0.4402
1,0.483333333333333,200.2402
1,0.533333333333333,200.4004
1,0.516666666666667,200.2204
1,0.366666666666667,402.04
1,0.483333333333333,402.0004
1,0.483333333333333,60.0202
1,0.483333333333333,2.44
1,0.483333333333333,2.2204
1,0.55,20.4004
1,0.5,222.4
1,0.566666666666667,22.2004
1,0.583333333333333,402.0202
1,0.566666666666667,200.2402
1,0.5,44.0002
1,0.6,22.2004
1,0.483333333333333,20.2006
1,0.483333333333333,0.2404
1,0.45,222.04
1,0.583333333333333,2.26
1,0.616666666666667,20.0404
1,0.55,0.28
1,0.483333333333333,200.2402
1,0.35,4.6
1,0.466666666666667,22.2004
1,0.4,0.0802
1,0.466666666666667,2.2402
1,0.516666666666667,0.4402
1,0.533333333333333,220.2202
1,0.5,20.0206
1,0.483333333333333,202.0204
1,0.533333333333333,202.0402
1,0.45,220.0402
1,0.55,242.2
1,0.55,400.4002
1,0.533333333333333,222.2002
1,0.633333333333333,220.24
1,0.583333333333333,4.4002
1,0.483333333333333,2.0206
1,0.466666666666667,400.0204
1,0.5,202.24
1,0.55,20.2402
1,0.65,204.0202
1,0.533333333333333,222.0004
1,0.483333333333333,202.0204
1,0.483333333333333,2.4202
1,0.433333333333333,200.2204
1,0.5,0.4006
1,0.5,200.08
1,0.533333333333333,422.2
1,0.483333333333333,2.2204
1,0.433333333333333,220.0402
1,0.433333333333333,240.22
1,0.4,220.0402
1,0.566666666666667,222.22
1,0.566666666666667,402.2002
1,0.533333333333333,200.2204
1,0.416666666666667,400.24
1,0.416666666666667,200.4202
1,0.383333333333333,20.26
1,0.566666666666667,2.4202
1,0.483333333333333,44.0002
1,0.5,20.2204
1,0.433333333333333,22.0402
1,0.433333333333333,2.44
1,0.433333333333333,20.0404
1,0.566666666666667,222.4
1,0.533333333333333,42.0202
1,0.616666666666667,202.2004
1,0.483333333333333,400.2202
1,0.516666666666667,0.2404
1,0.516666666666667,204.2002
1,0.5,204.0202
1,0.45,0.2602
1,0.55,44.0002
1,0.5,200.2204
1,0.5,200.0404
1,0.583333333333333,402.0202
1,0.45,24.22
1,0.6,402.04
1,0.466666666666667,2.6002
1,0.483333333333333,20.2402
1,0.5,0.2404
1,0.4,222.0202
1,0.45,2.26
1,0.5,60.2002
1,0.533333333333333,200.2006
1,0.5,22.06
1,0.533333333333333,200.2204
1,0.566666666666667,200.2402
1,0.416666666666667,22.0402
1,0.55,202.06
1,0.566666666666667,402.2002
1,0.416666666666667,240.0202
1,0.516666666666667,0.46
1,0.516666666666667,20.0404
1,0.4,40.2202
1,0.45,204.04
1,0.55,20.2204
1,0.533333333333333,2.2402
1,0.416666666666667,20.0404
1,0.433333333333333,202.2004
1,0.483333333333333,200.0602
1,0.55,0.4204
1,0.45,6.0202
1,0.533333333333333,204.0202
1,0.516666666666667,40.2202
1,0.566666666666667,40.06
1,0.533333333333333,4.06
1,0.466666666666667,200.2204
1,0.533333333333333,224.02
1,0.566666666666667,40.0402
1,0.483333333333333,202.0402
1,0.483333333333333,422.02
1,0.416666666666667,22.0204
1,0.433333333333333,2.0404
1,0.466666666666667,220.24
1,0.483333333333333,22.06
1,0.433333333333333,20.4202
1,0.483333333333333,22.24
1,0.466666666666667,26.02
1,0.5,220.2202
1,0.433333333333333,4.0204
1,0.416666666666667,220.0204
1,0.55,200.08
1,0.5,240.0202
1,0.6,420.0202
1,0.533333333333333,42.04
1,0.4,24.22
1,0.55,222.22
1,0.45,260.02
1,0.55,40.0402
1,0.533333333333333,4.2004
1,0.466666666666667,20.2402
1,0.466666666666667,240.0202
1,0.466666666666667,0.64
1,0.516666666666667,202.0204
1,0.416666666666667,222.2002
1,0.483333333333333,22.06
1,0.5,42.0202
1,0.4,206.02
1,0.55,220.24
1,0.416666666666667,222.0004
1,0.55,22.2202
1,0.55,202.2202
1,0.483333333333333,220.0204
1,0.5,202.06
1,0.45,42.22
1,0.466666666666667,2.0404
1,0.5,4.2202
1,0.383333333333333,220.06
1,0.416666666666667,220.4002
1,0.483333333333333,22.06
1,0.5,200.2402
1,0.5,200.0008
1,0.533333333333333,22.2202
1,0.516666666666667,400.4002
