iteration,accuracy,mean_C
1,0.533333333333333,240.0202
1,0.45,240.22
1,0.483333333333333,222.0202
1,0.516666666666667,222.04
1,0.533333333333333,0.4204
1,0.516666666666667,62.02
1,0.483333333333333,20.2204
1,0.466666666666667,400.0402
1,0.483333333333333,40.2202
1,0.533333333333333,222.0004
1,0.5,200.2402
1,0.5,204.2002
1,0.483333333333333,24.2002
1,0.5,222.0004
1,0.466666666666667,8.0002
1,0.533333333333333,40.2202
1,0.516666666666667,202.0204
1,0.45,402.2002
1,0.533333333333333,2.2204
1,0.433333333333333,0.4204
1,0.483333333333333,200.0206
1,0.516666666666667,220.2202
1,0.416666666666667,4.42
1,0.516666666666667,22.2004
1,0.5,4.0402
1,0.516666666666667,240.04
1,0.433333333333333,400.0402
1,0.45,640
1,0.516666666666667,242.02
1,0.516666666666667,0.8002
1,0.516666666666667,20.2402
1,0.6,220.0204
1,0.616666666666667,800.02
1,0.533333333333333,202.2202
1,0.483333333333333,22.2004
1,0.483333333333333,42.04
1,0.433333333333333,640
1,0.483333333333333,40.0204
1,0.45,400.24
1,0.483333333333333,2.0404
1,0.5,24.22
1,0.633333333333333,220.24
1,0.383333333333333,20.08
1,0.533333333333333,240.22
1,0.5,220.42
1,0.433333333333333,200.2402
1,0.483333333333333,220.2202
1,0.45,240.04
1,0.5,4.0402
1,0.416666666666667,222.04
1,0.433333333333333,42.04
1,0.483333333333333,6.04
1,0.433333333333333,42.0202
1,0.466666666666667,22.2004
1,0.416666666666667,22.2202
1,0.433333333333333,600.0202
1,0.45,2.2402
1,0.516666666666667,60.4
1,0.433333333333333,202.2004
1,0.5,22.2004
1,0.45,22.2004
1,0.533333333333333,20.26
1,0.483333333333333,242.0002
1,0.516666666666667,20.2204
1,0.416666666666667,40.6
1,0.433333333333333,200.26
1,0.566666666666667,22.2202
1,0.533333333333333,42.2002
1,0.516666666666667,222.22
1,0.45,202.2202
1,0.433333333333333,42.04
1,0.533333333333333,220.24
1,0.533333333333333,204.22
1,0.45,220.0402
1,0.466666666666667,24.04
1,0.566666666666667,222.2002
1,0.6,400.2004
1,0.5,202.2202
1,0.433333333333333,402.0202
1,0.45,40.24
1,0.483333333333333,240.22
1,0.616666666666667,224.02
1,0.466666666666667,4.0204
1,0.6,220.0402
