perm_acc,sub_folder,processing_time
0.835,permute320_WINS_BINS_circular,1766127454
0.881166667,permute321_WINS_BINS_circular,1766127454
0.866666667,permute322_WINS_BINS_circular,1766127456
0.855333333,permute323_WINS_BINS_circular,1766127456
0.8465,permute324_WINS_BINS_circular,1766127456
0.870166667,permute325_WINS_BINS_circular,1766127456
0.846666667,permute326_WINS_BINS_circular,1766127456
0.878166667,permute327_WINS_BINS_circular,1766127456
0.874666667,permute328_WINS_BINS_circular,1766127456
0.862666667,permute329_WINS_BINS_circular,1766127456
0.871333333,permute32_WINS_BINS_circular,1766127454
0.862333333,permute330_WINS_BINS_circular,1766127457
0.839,permute331_WINS_BINS_circular,1766127457
0.862166667,permute332_WINS_BINS_circular,1766127457
0.873333333,permute333_WINS_BINS_circular,1766127458
0.857166667,permute334_WINS_BINS_circular,1766127458
0.8935,permute335_WINS_BINS_circular,1766127458
0.8755,permute336_WINS_BINS_circular,1766127459
0.863166667,permute337_WINS_BINS_circular,1766127459
0.846166667,permute338_WINS_BINS_circular,1766127459
0.84,permute339_WINS_BINS_circular,1766127459
0.864833333,permute33_WINS_BINS_circular,1766127457
0.841833333,permute340_WINS_BINS_circular,1766127460
0.841166667,permute341_WINS_BINS_circular,1766127460
0.840666667,permute342_WINS_BINS_circular,1766127460
0.8425,permute343_WINS_BINS_circular,1766127461
0.873,permute344_WINS_BINS_circular,1766127461
0.8545,permute345_WINS_BINS_circular,1766127461
0.8845,permute346_WINS_BINS_circular,1766127461
0.885833333,permute347_WINS_BINS_circular,1766127461
0.886833333,permute348_WINS_BINS_circular,1766127461
0.887166667,permute349_WINS_BINS_circular,1766127461
0.859666667,permute34_WINS_BINS_circular,1766127460
0.856333333,permute350_WINS_BINS_circular,1766127462
0.886,permute351_WINS_BINS_circular,1766127462
0.866,permute352_WINS_BINS_circular,1766127462
0.885666667,permute353_WINS_BINS_circular,1766127462
0.886166667,permute354_WINS_BINS_circular,1766127463
0.844166667,permute355_WINS_BINS_circular,1766127465
0.864333333,permute356_WINS_BINS_circular,1766127465
0.852833333,permute357_WINS_BINS_circular,1766127465
0.878666667,permute358_WINS_BINS_circular,1766127466
0.867666667,permute359_WINS_BINS_circular,1766127466
0.8735,permute35_WINS_BINS_circular,1766127461
0.886666667,permute360_WINS_BINS_circular,1766127466
0.846,permute361_WINS_BINS_circular,1766127466
0.859833333,permute362_WINS_BINS_circular,1766127466
0.861166667,permute363_WINS_BINS_circular,1766127466
0.858666667,permute364_WINS_BINS_circular,1766127466
0.865333333,permute365_WINS_BINS_circular,1766127466
0.8605,permute366_WINS_BINS_circular,1766127467
0.888666667,permute367_WINS_BINS_circular,1766127467
0.887666667,permute368_WINS_BINS_circular,1766127467
0.846333333,permute369_WINS_BINS_circular,1766127467
0.833333333,permute36_WINS_BINS_circular,1766127466
0.8785,permute370_WINS_BINS_circular,1766127467
0.864833333,permute371_WINS_BINS_circular,1766127467
0.864666667,permute372_WINS_BINS_circular,1766127467
0.845,permute373_WINS_BINS_circular,1766127467
0.849166667,permute374_WINS_BINS_circular,1766127467
