iteration,accuracy,mean_C
1,0.533333333333333,202.4002
1,0.533333333333333,24.22
1,0.616666666666667,0.2404
1,0.466666666666667,20.0008
1,0.6,220.0006
1,0.566666666666667,20.4004
1,0.433333333333333,0.2008
1,0.45,20.4004
1,0.55,220.0006
1,0.55,22.2004
1,0.366666666666667,20.2006
1,0.466666666666667,46
1,0.433333333333333,8.0002
1,0.483333333333333,220.0402
1,0.566666666666667,200.0008
1,0.616666666666667,22.0006
1,0.5,240.2002
1,0.5,40.4002
1,0.45,44.0002
1,0.533333333333333,24.0202
1,0.433333333333333,202.2202
1,0.533333333333333,0.4006
1,0.566666666666667,64
1,0.5,24.0202
1,0.466666666666667,240.22
1,0.45,22.0006
1,0.5,222.04
1,0.633333333333333,4.06
1,0.466666666666667,20.0206
1,0.633333333333333,20.2204
1,0.433333333333333,0.4204
1,0.583333333333333,2.2024
1,0.583333333333333,20.2402
1,0.516666666666667,204.0004
1,0.45,240.2002
1,0.516666666666667,220.0204
1,0.483333333333333,42.0004
1,0.35,600.0004
1,0.5,42.0004
1,0.55,22.0006
1,0.466666666666667,20.2006
1,0.433333333333333,0.0208
1,0.533333333333333,2.0206
1,0.55,0.2008
1,0.5,202.0006
1,0.516666666666667,0.2224
1,0.733333333333333,202.2202
1,0.383333333333333,42.0202
1,0.516666666666667,20.4202
1,0.5,200.2006
1,0.466666666666667,200.2204
1,0.6,22.42
1,0.433333333333333,200.2204
1,0.55,2.4004
1,0.4,2.2402
1,0.583333333333333,0.4204
1,0.433333333333333,22.2202
1,0.633333333333333,202.4002
1,0.5,200.2006
1,0.416666666666667,0.0208
1,0.433333333333333,40.0006
1,0.55,22.0006
1,0.533333333333333,20.0008
1,0.45,2.4004
1,0.633333333333333,222.04
1,0.533333333333333,442
1,0.5,22.0204
1,0.433333333333333,20.2006
1,0.566666666666667,240.2002
1,0.416666666666667,620.0002
1,0.483333333333333,200.4004
1,0.466666666666667,240.22
1,0.5,224.0002
1,0.516666666666667,220.4002
1,0.533333333333333,422.2
1,0.483333333333333,402.22
1,0.433333333333333,0.0226
1,0.416666666666667,604
1,0.466666666666667,204.4
