"iteration","accuracy","mean_C"
1,0.633333333333333,0.001
2,0.55,0.001
3,0.583333333333333,2.0008
4,0.516666666666667,220.0204
5,0.6,0.0208
6,0.516666666666667,20.0008
7,0.55,0.001
8,0.6,2.0008
9,0.6,0.001
10,0.55,0.001
